name,genre,cost,platform,popularity,pegi,year,developer,publisher,region,mode,engine,award,dlc_support,language,metascore,user_score,reviews,rating_source,copies_sold_millions,revenue_millions_usd
Horizon Zero Dawn,Strategy,Free,Mobile,N/A,18,2013,EA,Sega,NA/EU,Co-op,Custom,Indie Award,Maybe,EN,62.4,0.5,?,Metacritic,N/A,?
League of Legends,Puzzle,?,Nintendo Switch,?,18,1999,CapCom,Microsoft,EU,Online,Unreal Engine,GotY,Yes,CN,N/A,N/A,?,OpenCritic,30M,?
Apex Legends,Indie,Free,PC,?,unknown,1990,Ubisoft,Nintendo,Global,Single ,CryEngine,Indie Award,Yes,?,80/100,6.3,86368.03247027042,OpenCritic,1.5M,N/A
FIFA 23,RPG ,Free,Mobile,N/A,RP,1994,Nintendo,IndiePub,JP,Online,Frostbite,None,Y,Multiple,80/100,9/10,?,Metacritic,30M,N/A
 ,Strategy,N/A,PlayStation,?,12,1999,Ubisoft ,IndiePub,Global ,Multiplayer,Frostbite,GotY,Unknown,EN/ES,34.6,N/A,24662,?,22.91,$1B
Overwatch,Indie,69.7,PlayStation,?,3,2003,Bethesda,Microsoft,NA/EU,Single-player,?,GotY,Y,Multiple,?,1.2,31721.72950359772,?,30M,1268.8
Grand Theft Auto V,Adventure,25.71,PC,?,RP,2001,CapCom,Unknown ,EU,Multiplayer,Frostbite,NONE,Unknown,FR,80/100,6.0,19650,IGN ,30M,N/A
God of War,Unknown,Free,Mobile,92,unknown,1989,Unknown,Ubisoft,JP,Single-player,Unity,Nominated,Yes,Multiple,80/100,9/10,N/A,Steam,N/A,N/A
Overwatch,Unknown,Free,PlayStation,91,18+,1997,Activision,IndiePub,NA/EU,Online,Unity,NONE,Maybe,CN,?,4.1,N/A,?,17.76,?
Grand Theft Auto V,RPG,6.61,Xbox,119.35449409282484,18,2012,Rockstar,Sega,Global,Single ,Unity ,GotY,Yes,CN,?,5.3,N/A,OpenCritic,N/A,$500M
Unknown Game,RPG,N/A,pc,8,?,2015,Ubisoft,?,?,Single-player,Custom Engine,GOTY ,Unknown,JP,?,3.6,49110,Metacritic,?,?
The Witcher 3: Wild Hunt,Indie,$34,Nintendo Switch,N/A,16,1987,Bethesda,Ubisoft,JP,Multiplayer,Custom Engine,Nominated,Unknown,?,?,5.6,49034.60167317777,IGN,?,$500M
Animal Crossing: New Horizons,Puzzle,Free,Switch ,?,RP,1991,Rockstar,Nintendo,Global,?,Unity ,?,N,IT,80/100,9/10,?,Metacritic ,?,$500M
 ,?,$22,Nintendo Switch,18.043226822713976,?,2001,Nintendo,Activision,EU,Single ,Unity ,Nominated,Yes,JP,N/A,9.4,16313,IGN ,1.5M,862.9
The Witcher 3: Wild Hunt,Sports,94.16,Nintendo Switch,84,7,2000,Microsoft,Sony,Global ,Online,Frostbite,?,Maybe,CN,72.6,N/A,10340,IGN,1.5M,$1B
Minecraft,RPG ,?,PC,?,3,2024,Rockstar,Ubisoft,Global,?,Unreal Engine,Indie Award,Maybe,DE,N/A,9/10,N/A,?,30M,1915.7
Apex Legends,Simulation,$48,Nintendo Switch,?,18,2003,Microsoft,Sony,EU,Multi ,CryEngine,GOTY ,Unknown,JP,N/A,?,N/A,Metacritic,?,N/A
Red Dead Redemption 2,RPG,Free,Mobile,?,RP,1997,Bethesda,Sony,?,Single-player,Unity,Indie Award,?,?,51.4,9/10,?,Steam,21.54,$1B
Overwatch,Action,101.95,Xbox,35.70182092160368,18+,2012,EA,Sega,Global ,Multi ,Custom,None,?,IT,80/100,?,57404.977092437905,IGN,1.5M,$1B
 ,Strategy,?,Switch ,230.30733353103616,?,1997,CapCom,Unknown ,NA,?,Frostbite,?,Unknown,EN,?,6.7,N/A,Metacritic ,N/A,$1B
Hades,Racing,0,Mobile,507.0593215250675,18,2004,CapCom,?,EU,Single ,Unreal Engine,GOTY ,Y,FR,N/A,N/A,19708.009467184474,IGN,?,$1B
League of Legends,RPG ,N/A,PlayStation,97,7+,2024,nintendo,Bandai Namco,Global,Single ,Frostbite,Indie Award,?,FR,80/100,N/A,?,IGN,30M,171.3
Red Dead Redemption 2,?,?,PS,?,18,1990,EA,Nintendo,?,Single-player,Custom Engine,?,Unknown,ES,31.3,9/10,50739.93511597034,IGN,12.47,$500M
NBA 2K24,Sports,?,Mobile,?,RP,2023,Ubisoft,?,EU,Single ,Unity ,Nominated,Yes,IT,67.0,N/A,52786.04956326981,Steam,19.22,$500M
Unknown Game,Racing,65.42,Switch ,N/A,18,1988,Ubisoft,?,Global,Single ,CryEngine,NONE,Yes,DE,?,N/A,?,Metacritic ,N/A,N/A
Fortnite,Shooter,95.58,Mobile,33,?,2013,Rockstar,Microsoft,?,Single-player,Unity ,?,No,JP,80/100,N/A,N/A,Metacritic,1.5M,?
Call of Duty: Modern Warfare,?,0,Xbox,?,RP,1993,Activision,Microsoft,Global ,Multiplayer,CryEngine,Nominated,Maybe,ES,?,0.8,40962,IGN,?,?
Resident Evil 4,Strategy,$46,pc,N/A,16,1991,Bethesda,Unknown ,Global ,Single ,?,Nominated,Yes,ES,N/A,2.3,12639,IGN,19.51,1069.3
Overwatch,Unknown,0,XBOX,N/A,18+,1991,Sony,?,?,Multiplayer,Custom,None,N,IT,?,N/A,?,?,N/A,$500M
Sekiro: Shadows Die Twice,Sports,$68,Switch ,?,3,2007,Sony,Square Enix,NA/EU,Multiplayer,CryEngine,None,N,FR,N/A,9.2,N/A,?,35.31,$1B
Hades,Unknown,$67,Xbox,?,3,2007,EA,Activision,NA/EU,Co-op,Custom,Nominated,?,FR,?,N/A,N/A,Metacritic,?,?
Untitled Project,Racing,?,PS,82,7,2022,EA,2K,EU,Single ,?,GOTY ,Maybe,?,50.0,7.6,11372.327925213565,OpenCritic,1.5M,$1B
Super Mario Odyssey,Adventure,N/A,Mobile,36,16,2005,Bethesda,Microsoft,NA,Single ,Frostbite,?,Yes,EN,80/100,9/10,N/A,IGN,49.88,?
Persona 5 Royal,Action,76.31,Mobile,41,18,1988,Sony,Square Enix,EU,Multiplayer,Custom Engine,GotY,Unknown,?,80/100,?,21711.452232034477,OpenCritic,1.5M,?
Cyberpunk 2077,Unknown,0,Xbox,36,7,2013,Capcom,Sega,JP,Co-op,?,GotY,Yes,?,80/100,?,3418,IGN,30M,?
FIFA 23,RPG,$23,PS,?,18+,1991,Ubisoft ,Square Enix,EU,?,Unity,?,Y,EN/ES,80/100,N/A,N/A,?,N/A,N/A
Persona 5 Royal,Unknown,Free,Switch ,N/A,3,1987,Ubisoft ,Bandai Namco,EU,Single-player,Unity,Indie Award,Yes,ES,80/100,N/A,?,Metacritic ,23.91,?
Ghost of Tsushima,Simulation,0,PS,89,18,1991,Ubisoft ,IndiePub,NA/EU,Online,?,GotY,Y,EN,?,9.7,N/A,IGN,1.5M,$1B
Call of Duty: Modern Warfare,Indie,Free,XBOX,N/A,3,2010,Activision,?,EU,Multi ,?,None,Y,IT,N/A,?,96615.17670655902,?,N/A,$1B
Valorant,RPG,0,PC,N/A,?,2003,Ubisoft ,Bandai Namco,JP,Online,?,NONE,Yes,EN,80/100,0.5,N/A,?,30M,?
Apex Legends,Adventure,$54,Mobile,117.07137963229253,18+,?,Square Enix,Nintendo,Global ,Multi ,Unreal Engine,None,Yes,CN,N/A,N/A,29013.584661134762,Metacritic,30M,$1B
Final Fantasy VII Remake,Simulation,?,Mobile,197.47965883129214,16,1987,Rockstar,Bandai Namco,NA,Single-player,Unity,?,N,IT,48.8,?,N/A,?,29.16,?
Game Prototype,?,Free,Mobile,809.2222289245851,7+,1993,Ubisoft ,Sony,NA,Co-op,Unreal Engine,NONE,No,ES,80/100,?,N/A,IGN ,24.46,N/A
Valorant,Sports,Free,pc,37,unknown,?,Unknown,Bandai Namco,EU,Multi ,Unity,Nominated,?,?,25.0,?,1395,IGN ,N/A,$500M
Resident Evil 4,Shooter,?,PlayStation,70.89163854526647,3,2020,Unknown,Microsoft,Global ,Online,Custom Engine,NONE,Unknown,CN,N/A,?,N/A,Metacritic ,1.5M,N/A
NBA 2K24,Sports,N/A,PS,868.6020438257482,7,1996,Unknown,Unknown ,NA,Multiplayer,Custom Engine,GotY,Maybe,EN/ES,N/A,9/10,?,?,1.5M,698.6
N/A,Strategy,N/A,Switch ,94,3,?,Capcom,2K,?,Co-op,Unity ,GotY,Unknown,?,?,9.3,?,IGN,?,323.6
FIFA 23,action,N/A,PS,N/A,18+,2005,Bethesda,Square Enix,?,Co-op,Unity,Nominated,Y,EN/ES,80/100,?,N/A,IGN ,?,N/A
Halo Infinite,Indie,23.16,PC,613.8557655455206,RP,1989,Square Enix,Sega,JP,Single-player,?,None,Y,DE,80/100,N/A,2395.591363733962,OpenCritic,1.5M,269.8
Super Mario Odyssey,Puzzle,0,Mobile,N/A,18,1988,Activision,Microsoft,NA/EU,Multiplayer,Custom,NONE,Yes,FR,57.3,N/A,?,?,1.5M,$1B
Grand Theft Auto V,Adventure,Free,Mobile,234.70382930364298,7,2017,Microsoft,2K,NA/EU,Multi ,Unity,Nominated,Y,EN,80/100,9/10,N/A,Metacritic ,N/A,$500M
Untitled Project,Indie,0,PS,?,3,2012,Unknown,Unknown ,NA,Single-player,CryEngine,Indie Award,?,EN/ES,74.6,?,N/A,IGN ,0.8,?
Animal Crossing: New Horizons,Simulation,$47,XBOX,87,18+,N/A,Nintendo,Unknown ,EU,Multiplayer,Unity ,Nominated,No,IT,?,7.1,N/A,IGN,N/A,68.7
Elden Ring,Simulation,Free,PC,50,?,1988,Activision,Bandai Namco,NA,Multi ,Custom Engine,Nominated,?,ES,N/A,9/10,10576,Metacritic ,34.8,916.7
Cyberpunk 2077,Sports,9.66,Mobile,?,7,1992,Square Enix,Nintendo,Global,?,Unity ,?,N,IT,82.8,6.4,20089.545375409944,?,30M,1462.8
The Legend of Zelda: Breath of the Wild,Racing,$31,Xbox,N/A,18+,2013,nintendo,Square Enix,EU,Single-player,CryEngine,None,Y,DE,N/A,?,66847.79858734587,IGN ,1.5M,N/A
Final Fantasy VII Remake,Sports,$50,XBOX,?,RP,2007,Capcom,Microsoft,Global ,Multiplayer,Custom,GotY,Y,JP,80/100,2.8,10643.74009228194,?,30M,836.0
Sekiro: Shadows Die Twice,Strategy,63.2,Nintendo Switch,N/A,?,1995,Ubisoft,Sony,JP,Co-op,Unreal Engine,GOTY ,Maybe,PT,N/A,N/A,66068.7382617214,Metacritic,1.5M,$500M
The Witcher 3: Wild Hunt,Action,Free,Xbox,926.0785517261,RP,1990,Microsoft,Unknown ,NA,Co-op,Frostbite,None,No,EN/ES,82.2,0.3,N/A,Metacritic ,1.5M,N/A
Resident Evil 4,Puzzle,15.17,pc,23,?,2016,Bethesda,IndiePub,JP,Single ,CryEngine,None,Unknown,PT,?,?,41587,IGN ,12.23,$500M
Assassin’s Creed Valhalla,?,?,Nintendo Switch,903.1029548063118,7,1993,Square Enix,Square Enix,Global,Multi ,Frostbite,None,?,?,83.4,?,N/A,IGN,30M,$500M
N/A,Puzzle,?,PC,N/A,?,2023,CapCom,Ubisoft,Global ,Multiplayer,Frostbite,Nominated,Unknown,DE,?,N/A,N/A,Metacritic,38.37,$1B
Fortnite,Strategy,N/A,Nintendo Switch,N/A,18,1992,Nintendo,?,?,Co-op,Custom Engine,None,Y,ES,89.1,3.4,N/A,Steam,1.5M,767.5
Horizon Zero Dawn,Simulation,18.91,PS,2,16,2021,Unknown,Microsoft,NA/EU,Single-player,Unreal Engine,NONE,N,ES,20.5,N/A,28845,IGN,36.4,469.1
Horizon Zero Dawn,Strategy,N/A,PS,12,?,2005,Ubisoft ,2K,Global,Co-op,Unreal Engine,GotY,?,JP,67.1,7.6,?,IGN,40.27,1413.5
Game Prototype,action,?,pc,14,?,2019,Bethesda,Bandai Namco,JP,Co-op,Frostbite,Nominated,No,CN,87.0,9/10,?,Steam,?,$1B
Elden Ring,Unknown,?,XBOX,106.43920716096144,12,1985,Rockstar,2K,JP,?,CryEngine,NONE,Yes,CN,N/A,?,31804,Steam,?,1425.8
Minecraft,Adventure,55.94,Mobile,N/A,12,2013,Sony,Square Enix,?,Multi ,?,NONE,Y,ES,N/A,6.3,?,Steam,?,1582.6
Overwatch,?,$38,Nintendo Switch,N/A,18+,N/A,Ubisoft,Microsoft,NA,Multi ,?,GotY,Yes,FR,?,?,N/A,Metacritic,30M,$500M
Final Fantasy VII Remake,Sports,$22,Mobile,542.0207525483994,7+,2015,Square Enix,Bandai Namco,EU,Co-op,Unity,GotY,?,EN/ES,?,4.8,?,Metacritic ,30M,N/A
Game Prototype,Simulation,Free,PC,N/A,16,2010,Bethesda,2K,Global ,Co-op,Unity,GOTY ,Y,Multiple,33.0,N/A,11729,Metacritic ,31.07,N/A
FIFA 23,Racing,Free,PlayStation,N/A,12,2001,Ubisoft,Sega,?,Multiplayer,Frostbite,GotY,Maybe,EN/ES,?,9/10,?,IGN,?,$500M
Apex Legends,RPG ,?,XBOX,?,7,2013,Nintendo,Unknown ,EU,?,Unity ,GotY,Unknown,?,57.0,6.3,48498,OpenCritic,N/A,N/A
Horizon Zero Dawn,Sports,?,pc,595.4554292174271,RP,2004,Capcom,Sega,Global,Co-op,Custom,None,?,Multiple,45.6,?,98221.92068159039,?,?,$500M
Elden Ring,Racing,77.8,Switch ,?,7+,2001,CapCom,Unknown ,Global ,Co-op,Unity,GotY,?,CN,80/100,?,76692.49682866587,IGN,49.04,$1B
The Sims 4,RPG ,Free,PC,?,18,2021,Nintendo,2K,JP,Co-op,?,Indie Award,N,JP,?,8.8,N/A,Steam,30M,$500M
Fortnite,Shooter,30.07,Nintendo Switch,N/A,?,2008,Capcom,Microsoft,EU,Single-player,Frostbite,Indie Award,Maybe,IT,N/A,?,N/A,?,13.43,N/A
Minecraft,Puzzle,$24,XBOX,50,18,2003,nintendo,IndiePub,Global,Multi ,Unreal Engine,None,N,IT,80/100,N/A,64472.53945241079,?,1.5M,?
Horizon Zero Dawn,?,101.72,PS,99,3,2010,Ubisoft ,?,?,Multiplayer,Frostbite,NONE,N,EN/ES,?,7.9,43461,Metacritic ,?,?
Resident Evil 4,Shooter,N/A,PC,?,12,2004,Capcom,Ubisoft,JP,Single-player,Unity ,?,Yes,Multiple,?,?,22637,IGN,1.5M,$500M
FIFA 23,Shooter,?,PS,?,3,2020,Ubisoft,EA,JP,Online,Unity ,Indie Award,No,DE,80/100,9/10,48145.03974250066,OpenCritic,N/A,N/A
League of Legends,Unknown,N/A,XBOX,28,?,2011,Bethesda,Unknown ,NA,?,Frostbite,None,Yes,ES,?,?,39716,Metacritic ,?,$500M
Game Prototype,Simulation,$28,Nintendo Switch,?,unknown,2003,Activision,Bandai Namco,EU,Single-player,Custom Engine,Indie Award,N,CN,45.3,8.8,?,?,30M,$500M
Red Dead Redemption 2,Unknown,N/A,Xbox,?,RP,2009,CapCom,Nintendo,NA/EU,?,Custom,GOTY ,Y,FR,80/100,N/A,N/A,Steam,23.0,$500M
Assassin’s Creed Valhalla,Sports,Free,Switch ,?,12,1998,Capcom,Ubisoft,Global,Multiplayer,Unreal Engine,GotY,Unknown,Multiple,39.5,?,?,IGN,42.72,506.9
The Sims 4,RPG,28.73,Nintendo Switch,N/A,?,2002,Ubisoft ,Microsoft,EU,Multi ,Unity,Nominated,?,IT,N/A,4.4,10419,IGN ,1.5M,$1B
Dark Souls III,RPG,0,PC,N/A,18+,1998,Sony,Nintendo,JP,Online,Custom Engine,?,Yes,EN,N/A,?,?,IGN,1.5M,678.0
Horizon Zero Dawn,Strategy,?,PC,50,?,2011,Ubisoft ,Square Enix,NA,Multiplayer,Unity ,None,Unknown,IT,80/100,8.8,70001.15929945212,Metacritic,20.17,?
Doom Eternal,Adventure,$29,Switch ,796.4678109052605,18,2018,Ubisoft,Sega,EU,Co-op,Unity ,?,Unknown,IT,80/100,9/10,21049,IGN ,38.05,?
Hades,Puzzle,?,PC,N/A,18,1989,Nintendo,IndiePub,EU,Single ,Unreal Engine,Nominated,Maybe,ES,42.1,7.3,6782,Steam,?,$500M
Hades,Shooter,$39,Switch ,N/A,18+,1990,Nintendo,Sega,?,Online,?,Nominated,?,Multiple,N/A,N/A,N/A,Steam,30M,N/A
Cyberpunk 2077,RPG ,95.57,XBOX,31,12,2015,Bethesda,2K,Global ,Online,Frostbite,None,N,CN,N/A,?,?,IGN,30M,291.1
Ghost of Tsushima,Action,?,Nintendo Switch,145.16154235791555,?,2023,Ubisoft,Sony,NA,Multiplayer,Custom Engine,Nominated,Yes,PT,80/100,?,N/A,?,?,N/A
FIFA 23,action,107.72,Xbox,?,unknown,1990,Microsoft,Activision,Global ,Co-op,CryEngine,NONE,Unknown,DE,?,9/10,38613.70135868856,IGN ,?,$500M
Red Dead Redemption 2,RPG,$70,Xbox,?,7+,N/A,Activision,Sega,Global,Online,Custom Engine,?,Yes,JP,56.3,9/10,38852.53351535291,IGN,1.5M,637.1
Cyberpunk 2077,Adventure,Free,PC,?,unknown,2019,CapCom,2K,Global ,Co-op,Unity ,GotY,No,EN,?,N/A,40718,OpenCritic,28.5,$500M
Game Prototype,Indie,100.18,Xbox,?,unknown,9999,Nintendo,Unknown ,EU,Multi ,CryEngine,GOTY ,N,JP,80/100,?,47078.93616622753,Steam,1.18,?
Untitled Project,Unknown,N/A,XBOX,?,?,?,nintendo,Microsoft,JP,Online,Custom Engine,GotY,No,Multiple,N/A,1.1,2065,OpenCritic,N/A,1630.5
Elden Ring,Racing,$61,PC,?,7+,1989,Unknown,Sega,EU,Multiplayer,Unity,Nominated,N,EN/ES,?,9/10,90533.20175348634,IGN ,N/A,1087.3
Unknown Game,?,$69,XBOX,64,unknown,1996,Unknown,?,NA/EU,Co-op,Custom,?,Unknown,DE,N/A,N/A,39954,Metacritic,30M,?
Fortnite,Simulation,?,PS,80.18834787201168,12,2013,CapCom,Nintendo,EU,?,Unity ,None,Y,JP,?,9/10,1850.32487863126,IGN,N/A,?
Fortnite,Action,?,Xbox,?,16,1992,Nintendo,IndiePub,Global ,Multiplayer,Unity ,None,?,DE,N/A,N/A,28701.46405166517,Metacritic ,?,1210.6
The Witcher 3: Wild Hunt,action,?,PlayStation,N/A,RP,1992,Microsoft,Sega,Global ,Co-op,?,Indie Award,Maybe,DE,80/100,?,N/A,Metacritic,30.15,$500M
Red Dead Redemption 2,RPG ,$21,Nintendo Switch,52,16,2014,Unknown,Sony,?,Multiplayer,Frostbite,?,N,EN/ES,48.6,?,N/A,Metacritic ,?,$1B
The Witcher 3: Wild Hunt,Indie,$64,PS,N/A,16,1985,Activision,Sony,?,Multi ,CryEngine,NONE,Yes,EN,80/100,8.0,55030.336699709245,Metacritic ,34.17,$500M
Minecraft,Sports,N/A,XBOX,44.04472267618553,3,2024,Bethesda,Unknown ,NA/EU,Co-op,Custom,Indie Award,Unknown,EN,N/A,9/10,53242.08711526052,IGN ,?,$1B
Red Dead Redemption 2,Adventure,N/A,Nintendo Switch,400.3533768172185,unknown,1995,Ubisoft ,Square Enix,?,Co-op,Custom Engine,Indie Award,Unknown,IT,80/100,9/10,?,IGN,30M,$500M
 ,Unknown,?,pc,N/A,unknown,2022,EA,Square Enix,Global,Co-op,Unreal Engine,Nominated,Unknown,DE,53.4,9/10,68493.9219710966,Metacritic,N/A,349.3
Super Mario Odyssey,Racing,Free,Xbox,82,?,1996,EA,IndiePub,Global ,?,Custom,NONE,?,DE,?,N/A,?,IGN,1.5M,$500M
Fortnite,Unknown,Free,PS,679.6617395502877,?,2018,Sony,?,JP,Single-player,CryEngine,Nominated,Maybe,JP,87.0,1.2,11377.364179312754,Steam,30M,1913.5
Minecraft,Sports,$37,Nintendo Switch,56,unknown,2019,Rockstar,Bandai Namco,Global ,Single-player,Custom,GotY,Maybe,?,67.4,N/A,?,IGN,N/A,$500M
Dark Souls III,Indie,Free,Xbox,691.7081534702762,3,2014,CapCom,Activision,NA/EU,Single-player,?,Indie Award,Yes,PT,?,N/A,15513,Steam,1.5M,?
Sekiro: Shadows Die Twice,RPG,56.33,PS,N/A,7,2022,Unknown,Sega,JP,Co-op,CryEngine,GotY,?,IT,N/A,9/10,7473,?,1.17,$500M
Untitled Project,Puzzle,$58,Mobile,6,7,1992,Square Enix,Square Enix,Global ,Single ,Unity,Nominated,Maybe,DE,80/100,?,11483,IGN ,28.9,$500M
League of Legends,Simulation,Free,Mobile,486.8368853610999,18,1987,Ubisoft,Nintendo,?,Online,Custom Engine,GotY,Yes,EN,30.5,N/A,?,Metacritic ,1.5M,N/A
Cyberpunk 2077,Racing,?,PS,19,18+,2015,Rockstar,Square Enix,JP,Online,Unreal Engine,Nominated,Unknown,JP,80/100,9/10,?,IGN,N/A,?
Game Prototype,Sports,?,Switch ,N/A,RP,N/A,Square Enix,2K,Global,Online,Custom,GotY,N,FR,80/100,N/A,22657,OpenCritic,N/A,644.1
Halo Infinite,RPG ,0,PlayStation,658.0116067029682,18,2014,Microsoft,Activision,NA/EU,Online,Custom,NONE,Y,?,?,N/A,45343,IGN,1.5M,N/A
God of War,Indie,?,Switch ,430.92019849738136,3,2016,Rockstar,Nintendo,JP,Single ,Custom Engine,None,No,EN/ES,?,8.9,35358.86902050249,IGN,N/A,$500M
FIFA 23,action,?,pc,95,12,2000,CapCom,Square Enix,EU,Single-player,?,GOTY ,?,IT,N/A,8.0,?,?,1.5M,$500M
Horizon Zero Dawn,Indie,28.71,pc,N/A,18+,2019,Activision,EA,NA/EU,Multiplayer,Unity,GOTY ,Y,IT,N/A,5.0,19216,Steam,?,N/A
The Sims 4,RPG ,0,PC,?,3,2020,Nintendo,IndiePub,?,Multiplayer,Frostbite,NONE,Unknown,?,80/100,?,N/A,Metacritic ,27.83,$1B
Fortnite,Shooter,0,PC,736.7577779981017,12,2005,Capcom,Ubisoft,Global,Online,CryEngine,GotY,Unknown,EN/ES,?,1.7,428,Steam,?,$500M
Overwatch,?,0,PC,?,3,1990,Rockstar,IndiePub,JP,Single ,Custom Engine,GotY,No,Multiple,N/A,N/A,N/A,IGN ,1.5M,$500M
 ,RPG ,76.74,Xbox,78.92416104351663,RP,2015,CapCom,Sony,EU,Single ,Unity,GotY,Maybe,CN,94.9,N/A,N/A,Metacritic ,1.5M,?
Overwatch,action,0,Mobile,278.49347024972195,3,1994,Bethesda,Activision,NA,?,Frostbite,None,No,?,N/A,9/10,N/A,Metacritic,N/A,N/A
Assassin’s Creed Valhalla,action,0,Xbox,11,3,2016,Sony,Sega,NA/EU,Online,Unreal Engine,Indie Award,N,EN,?,N/A,?,Metacritic,30M,N/A
Doom Eternal,?,75.66,pc,?,?,1992,Bethesda,IndiePub,Global,Single ,Unity,Nominated,No,CN,35.0,N/A,?,?,?,$500M
The Witcher 3: Wild Hunt,Puzzle,88.89,Nintendo Switch,N/A,18,2023,Sony,Bandai Namco,?,Co-op,Unreal Engine,NONE,Unknown,IT,?,N/A,24706,OpenCritic,39.23,$500M
Doom Eternal,?,Free,Nintendo Switch,25,?,1990,Ubisoft,Microsoft,JP,Online,Unity,GOTY ,No,IT,?,N/A,?,IGN,20.7,N/A
Grand Theft Auto V,Simulation,43.03,XBOX,713.4062623827331,?,1998,Unknown,Sony,JP,Single-player,Unity,None,No,Multiple,80/100,N/A,74197.22617940689,?,30M,$500M
League of Legends,action,?,Xbox,726.0827587561535,7+,1992,Bethesda,Microsoft,NA,Multi ,Custom,Nominated,Yes,CN,?,9/10,579,IGN,?,660.0
God of War,RPG ,$36,pc,64,12,2000,Capcom,Ubisoft,Global,Online,Custom,GotY,Y,EN,73.5,N/A,?,?,N/A,N/A
Final Fantasy VII Remake,action,N/A,Switch ,36,18,1985,Sony,?,EU,Online,CryEngine,GOTY ,N,FR,?,9/10,?,Steam,?,620.9
Sekiro: Shadows Die Twice,Racing,31.52,pc,?,18,2020,Microsoft,Square Enix,?,Single ,Custom,Indie Award,N,PT,30.0,N/A,7694,IGN ,30M,?
Halo Infinite,Action,97.84,PC,582.1851297024051,unknown,2001,Bethesda,2K,JP,?,CryEngine,GotY,?,EN/ES,?,3.1,3727.0876610778882,Metacritic ,N/A,$500M
Doom Eternal,Adventure,N/A,XBOX,?,16,1987,Ubisoft,EA,NA/EU,Single ,?,?,Unknown,JP,31.0,9/10,15073,Metacritic,1.5M,1678.4
Horizon Zero Dawn,Unknown,0,PlayStation,N/A,RP,1996,nintendo,Nintendo,JP,Co-op,Unreal Engine,Nominated,?,IT,N/A,?,72900.3201370943,IGN,1.5M,905.4
League of Legends,Sports,N/A,PlayStation,10.885884183113204,RP,2007,Square Enix,Sega,Global ,Multiplayer,CryEngine,GOTY ,No,EN/ES,?,8.6,N/A,?,N/A,N/A
Elden Ring,Strategy,26.08,Mobile,?,unknown,2021,Rockstar,Nintendo,NA,Online,Unity,?,Unknown,CN,N/A,N/A,2326,IGN,1.5M,N/A
Sekiro: Shadows Die Twice,Indie,N/A,XBOX,24,7+,1987,Square Enix,Sony,?,Online,Unreal Engine,GOTY ,Unknown,DE,N/A,10.0,?,Steam,N/A,$1B
Dark Souls III,RPG ,?,PC,871.8704636164831,3,1994,Capcom,Microsoft,?,Multiplayer,Unity,?,Unknown,DE,?,N/A,?,Steam,N/A,$500M
Elden Ring,RPG,N/A,PlayStation,N/A,RP,1997,CapCom,Sony,EU,?,CryEngine,?,N,FR,80/100,9/10,?,IGN,?,?
Doom Eternal,Shooter,?,Xbox,52,unknown,1995,Unknown,Ubisoft,NA,Multi ,Unity ,NONE,Maybe,ES,46.8,?,8603,IGN,35.44,$500M
Fortnite,action,$32,Xbox,692.7170728239142,7+,2018,Microsoft,Ubisoft,NA,Single ,?,?,N,Multiple,80/100,9/10,16907.993970248204,IGN ,30M,N/A
Minecraft,Simulation,53.99,Switch ,75,18,2000,Capcom,Unknown ,?,Multiplayer,?,GotY,N,IT,80/100,N/A,?,Metacritic ,?,$1B
Elden Ring,Shooter,$47,PlayStation,720.6217033394216,?,2024,Sony,Unknown ,Global,Single-player,Unity ,Indie Award,N,EN,64.1,9/10,?,Metacritic,0.36,$500M
Untitled Project,Adventure,$29,Mobile,?,7+,2017,Ubisoft ,?,?,Single-player,Custom Engine,GOTY ,No,EN/ES,80/100,N/A,?,?,1.5M,?
League of Legends,Sports,93.3,Nintendo Switch,?,?,1997,Unknown,?,JP,Co-op,Custom Engine,GotY,N,Multiple,59.4,9.4,N/A,IGN,16.28,?
Fortnite,action,0,Switch ,?,7,1985,Bethesda,IndiePub,JP,Co-op,Unreal Engine,Nominated,Unknown,Multiple,N/A,?,?,IGN,30M,$1B
The Legend of Zelda: Breath of the Wild,Shooter,83.63,PlayStation,N/A,unknown,2001,EA,Sony,JP,Single-player,Unity ,NONE,Unknown,CN,?,?,44178,IGN ,7.81,173.7
Apex Legends,Sports,?,Xbox,?,18+,2007,Bethesda,Activision,EU,Single-player,Unreal Engine,Indie Award,Y,JP,80/100,N/A,47632.076164069134,IGN,?,?
Persona 5 Royal,RPG,0,PlayStation,480.2264892394371,?,9999,Nintendo,EA,JP,Co-op,Custom,?,Unknown,PT,99.6,N/A,N/A,Metacritic,17.07,N/A
Unknown Game,Unknown,50.87,pc,?,18+,2023,Sony,Ubisoft,JP,Single-player,Unity,None,Yes,IT,99.9,7.8,44298,IGN ,N/A,N/A
The Sims 4,Racing,?,Nintendo Switch,907.0988854602156,18,2002,Microsoft,?,NA/EU,Multi ,Unity ,NONE,?,IT,?,N/A,N/A,Metacritic ,?,?
Resident Evil 4,Action,$67,Switch ,930.8094914837664,?,2004,EA,?,EU,Online,Unity,NONE,Unknown,DE,N/A,2.8,N/A,IGN ,30M,?
Horizon Zero Dawn,Shooter,N/A,Mobile,687.7875482165589,18+,2001,Sony,EA,JP,Multi ,CryEngine,Nominated,Unknown,IT,?,N/A,N/A,?,49.76,$1B
